pais,sector,isco,empleo,n_obs,alpha,beta,zeta,capa,label
El Salvador,Resto,7318,9610.433822241755,125,0.0,0.074074074074074,0.074074074074074,Oficios y artesanía,"Handicraft workers in textile, leather and related materials"
El Salvador,Resto,3122,9595.024761863235,71,0.15,0.4,0.55,Técnicos y profesionales asociados,Manufacturing supervisors
El Salvador,Resto,5329,9521.778927489226,63,0.1357242310539776,0.2086135204940099,0.3443377515479876,Servicios y ventas,Personal care workers in health services not elsewhere classified
El Salvador,Resto,4225,9092.1201184387,77,0.581453634085213,0.7393483709273183,1.0,Apoyo administrativo,Enquiry clerks
El Salvador,Resto,2166,8314.23473947286,51,0.0357142857142857,0.5178571428571428,0.5535714285714285,Profesionales e ingeniería,Graphic and multimedia designers
El Salvador,Resto,7319,8239.720349481973,67,0.0,0.2666666666666667,0.2666666666666667,Oficios y artesanía,Handicraft workers not elsewhere classified
El Salvador,Resto,2433,8184.601971833275,62,0.1065759637188208,0.5189909297052154,0.6255668934240363,Profesionales e ingeniería,Technical and medical sales professionals (excluding ICT)
El Salvador,Resto,9611,7648.472842314302,57,0.1409988038277512,0.2726525119617224,0.4136513157894737,Ocupaciones elementales,Garbage and recycling collectors
El Salvador,Resto,7422,7643.869960794056,66,0.1486580086580086,0.2455844155844156,0.3942424242424243,Oficios y artesanía,Information and communications technology installers and servicers
El Salvador,Resto,8142,7329.30223717634,46,0.0602166230455704,0.0904467337250812,0.1506633567706516,Operadores de planta y máquinas,Plastic products machine operators
El Salvador,Resto,3212,7089.058988280758,53,0.0733333333333333,0.271159420289855,0.3444927536231884,Técnicos y profesionales asociados,Medical and pathology laboratory technicians
El Salvador,Resto,4226,7078.083765737115,45,0.2105263157894737,0.5263157894736842,0.7368421052631579,Apoyo administrativo,Receptionists (general)
El Salvador,Resto,5245,7034.392022992682,60,0.1472488038277512,0.2632775119617224,0.4105263157894736,Servicios y ventas,Service station attendants
El Salvador,Resto,3221,6944.91298732902,61,0.0869565217391304,0.2391304347826087,0.3260869565217391,Técnicos y profesionales asociados,Nursing associate professionals
El Salvador,Resto,2512,6912.458740001608,50,0.7947368421052632,0.8675438596491228,1.0,Profesionales e ingeniería,Software developers
El Salvador,Resto,3513,6592.103635538684,42,0.4615384615384616,0.6346153846153846,1.0,Técnicos y profesionales asociados,Computer network and systems technicians
El Salvador,Resto,1420,6468.384718726972,44,0.0,0.4705882352941176,0.4705882352941176,Dirección y gerencia,Retail and wholesale trade managers
El Salvador,Resto,2212,6401.334006537654,45,0.0421366252337308,0.3755343413821616,0.4176709666158923,Profesionales e ingeniería,Specialist medical practitioners
El Salvador,Resto,2342,6279.524301223242,60,0.0564387917329093,0.2251589825119236,0.281597774244833,Profesionales e ingeniería,Early childhood educators
El Salvador,Resto,1321,6143.750092634999,47,0.0683760683760683,0.4102564102564102,0.4786324786324786,Dirección y gerencia,Manufacturing managers
El Salvador,Resto,7531,6107.25382717257,50,0.0454545454545454,0.0909090909090909,0.1363636363636363,Oficios y artesanía,"Tailors, dressmakers, furriers and hatters"
El Salvador,Resto,3413,5900.118064585005,49,0.1730435156518748,0.3763276143790849,0.5493711300309598,Técnicos y profesionales asociados,Religious associate professionals
El Salvador,Resto,3123,5873.218553035205,48,0.0333333333333333,0.4166666666666667,0.45,Técnicos y profesionales asociados,Construction supervisors
El Salvador,Resto,7127,5685.60620054844,44,0.056060606060606,0.2659090909090909,0.321969696969697,Oficios y artesanía,Air conditioning and refrigeration mechanics
El Salvador,Resto,4214,5644.282874479755,51,0.2714285714285714,0.6,0.8714285714285714,Apoyo administrativo,Debt-collectors and related workers
El Salvador,Resto,9122,5598.136360794884,61,0.0476190476190476,0.0714285714285714,0.119047619047619,Ocupaciones elementales,Vehicle cleaners
El Salvador,Resto,7511,5470.3378778273745,59,0.0333333333333333,0.0541666666666666,0.0875,Oficios y artesanía,"Butchers, fishmongers and related food preparers"
El Salvador,Resto,1219,5365.334544859505,46,0.1428751786008819,0.4929530629099043,0.6358282415107863,Dirección y gerencia,Business services and administration managers not elsewhere classified
El Salvador,Resto,2421,5220.812018584143,40,0.0876232201533406,0.46960569550931,0.5572289156626506,Profesionales e ingeniería,Management and organization analysts
El Salvador,Resto,3132,5183.910989351469,43,0.1044642857142857,0.2111372180451127,0.3156015037593984,Técnicos y profesionales asociados,Incinerator and water treatment plant operators
El Salvador,Resto,4419,5033.386876660366,42,0.6867167919799498,0.831453634085213,1.0,Apoyo administrativo,Clerical support workers not elsewhere classified
El Salvador,Resto,9329,4995.741613567343,42,0.160472442182001,0.1878502335763364,0.3483226757583375,Ocupaciones elementales,Manufacturing labourers not elsewhere classified
El Salvador,Resto,7322,4951.430168744393,46,0.2173913043478261,0.3260869565217391,0.5434782608695652,Oficios y artesanía,Printers
El Salvador,Resto,3322,4927.668919925659,37,0.1892528941401121,0.5691445876596253,0.7583974817997374,Técnicos y profesionales asociados,Commercial sales representatives
El Salvador,Resto,7536,4915.156002758563,30,0.0,0.074074074074074,0.074074074074074,Oficios y artesanía,Shoemakers and related workers
El Salvador,Resto,4416,4656.543020803304,23,0.2631578947368421,0.6052631578947368,0.868421052631579,Apoyo administrativo,Personnel clerks
El Salvador,Resto,2636,4360.326380604373,29,0.1741854636591479,0.3771929824561403,0.5513784461152882,Profesionales e ingeniería,Religious professionals
El Salvador,Resto,9212,4316.460429235746,42,0.0,0.0681818181818181,0.0681818181818181,Ocupaciones elementales,Livestock farm labourers
El Salvador,Resto,6222,4199.531550395554,51,0.0666666666666666,0.1666666666666666,0.2333333333333333,Agropecuario calificado,Inland and coastal waters fishery workers
El Salvador,Resto,8344,4094.8035531672217,41,0.0472488038277512,0.1860047846889952,0.2332535885167464,Operadores de planta y máquinas,Lifting truck operators
El Salvador,Resto,1345,3926.2631445161155,41,0.0328663793103448,0.4436961206896551,0.4765624999999999,Dirección y gerencia,Education managers
El Salvador,Resto,3312,3875.3532161774756,30,0.2304347826086956,0.5960144927536233,0.8264492753623189,Técnicos y profesionales asociados,Credit and loans officers
El Salvador,Resto,6223,3827.3502635284785,56,0.0666666666666666,0.1666666666666666,0.2333333333333333,Agropecuario calificado,Deep-sea fishery workers
El Salvador,Resto,5244,3811.585314982189,22,0.5833333333333334,0.7916666666666666,1.0,Servicios y ventas,Contact centre salespersons
El Salvador,Resto,2310,3807.9874608538958,23,0.1941691997427701,0.4817105886228824,0.6758797883656525,Profesionales e ingeniería,University and higher education teachers
El Salvador,Resto,7513,3784.1916975420527,45,0.0876190476190476,0.1095238095238095,0.1971428571428571,Oficios y artesanía,Dairy-products makers
El Salvador,Resto,4132,3779.309466776239,26,0.7777777777777778,0.8333333333333334,1.0,Apoyo administrativo,Data entry clerks
El Salvador,Resto,3315,3746.1742875223144,35,0.063847837985769,0.5233990147783251,0.587246852764094,Técnicos y profesionales asociados,Valuers and loss assessors
El Salvador,Resto,7314,3734.232433412071,44,0.005813953488372,0.1624031007751938,0.1682170542635659,Oficios y artesanía,Potters and related workers
El Salvador,Resto,3422,3574.636371188894,20,0.1626984126984127,0.3439484126984127,0.5066468253968254,Técnicos y profesionales asociados,"Sports coaches, instructors and officials"
El Salvador,Resto,4323,3561.7364753671422,26,0.3076923076923077,0.6538461538461539,0.9615384615384616,Apoyo administrativo,Transport clerks
El Salvador,Resto,6113,3432.8730653870484,25,0.0604395604395604,0.1382783882783883,0.1987179487179487,Agropecuario calificado,"Gardeners, horticultural and nursery growers"
El Salvador,Resto,2424,3380.1052280562835,21,0.1,0.55,0.65,Profesionales e ingeniería,Training and staff development professionals
El Salvador,Resto,9312,3315.0716852098103,32,0.0,0.0131578947368421,0.0131578947368421,Ocupaciones elementales,Civil engineering labourers
El Salvador,Resto,3253,3260.3846111349644,32,0.0689655172413793,0.3103448275862069,0.3793103448275862,Técnicos y profesionales asociados,Community health workers
El Salvador,Resto,9613,3090.6370761769745,27,0.1642494019138756,0.2457012559808612,0.40995065789473684,Ocupaciones elementales,Sweepers and related labourers
El Salvador,Resto,3251,3084.304753926935,25,0.0902777777777777,0.2083333333333333,0.2986111111111111,Técnicos y profesionales asociados,Dental assistants and therapists
El Salvador,Resto,4110,3056.86880546918,28,0.3220551378446115,0.5883458646616542,0.9104010025062657,Apoyo administrativo,General office clerks
El Salvador,Resto,5413,3047.692219726896,23,0.2048494983277592,0.2663043478260869,0.4711538461538461,Servicios y ventas,Prison guards
El Salvador,Resto,7232,2975.9832055891343,26,0.062200956937799,0.2816985645933014,0.3438995215311004,Oficios y artesanía,Aircraft engine mechanics and repairers
El Salvador,Resto,5222,2973.659182641475,26,0.0952380952380952,0.5,0.5952380952380952,Servicios y ventas,Shop supervisors
El Salvador,Resto,1412,2954.9129680264723,27,0.0714285714285714,0.4285714285714285,0.4999999999999999,Dirección y gerencia,Restaurant managers
El Salvador,Resto,2359,2928.1264825156495,25,0.1383298933608531,0.3762684898520811,0.5145983832129343,Profesionales e ingeniería,Teaching professionals not elsewhere classified
El Salvador,Resto,1211,2921.526222303513,22,0.0,0.4841269841269841,0.4841269841269841,Dirección y gerencia,Finance managers
El Salvador,Resto,3112,2868.0198831618977,19,0.1199999999999999,0.4266666666666666,0.5466666666666666,Técnicos y profesionales asociados,Civil engineering technicians
El Salvador,Resto,8183,2816.064271932963,20,0.0,0.0,0.0,Operadores de planta y máquinas,"Packing, bottling and labelling machine operators"
El Salvador,Resto,3222,2739.7942863911294,21,0.1597222222222222,0.3602843915343915,0.5200066137566138,Técnicos y profesionales asociados,Midwifery associate professionals
El Salvador,Resto,2431,2727.791991356491,19,0.44359410430839,0.7079081632653061,1.0,Profesionales e ingeniería,Advertising and marketing professionals
El Salvador,Resto,2635,2713.410787146032,24,0.0659391322954302,0.2748646118610952,0.3408037441565255,Profesionales e ingeniería,Social work and counselling professionals
El Salvador,Resto,3323,2709.4910526889844,19,0.0619883040935672,0.4967836257309941,0.5587719298245614,Técnicos y profesionales asociados,Buyers
El Salvador,Resto,2161,2697.9904648044126,21,0.0833333333333333,0.5,0.5833333333333334,Profesionales e ingeniería,Building architects
El Salvador,Resto,7317,2685.6509433858437,30,0.0,0.2666666666666667,0.2666666666666667,Oficios y artesanía,"Handicraft workers in wood, basketry and related materials"
El Salvador,Resto,9213,2588.0370142285656,19,0.0333333333333333,0.109090909090909,0.1424242424242424,Ocupaciones elementales,Mixed crop and livestock farm labourers
El Salvador,Resto,3411,2583.7322234785793,20,0.1460870313037496,0.4026552287581699,0.5487422600619195,Técnicos y profesionales asociados,Legal and related associate professionals
El Salvador,Resto,8151,2518.4889782852742,23,0.0833333333333333,0.0833333333333333,0.1666666666666666,Operadores de planta y máquinas,"Fibre preparing, spinning and winding machine operators"
El Salvador,Resto,8219,2435.7351881763975,9,0.1818181818181818,0.2272727272727273,0.409090909090909,Operadores de planta y máquinas,Assemblers not elsewhere classified
El Salvador,Resto,2261,2432.9609818217327,23,0.0125,0.1577922077922078,0.1702922077922078,Profesionales e ingeniería,Dentists
El Salvador,Resto,9215,2409.113301282052,28,0.0476190476190476,0.0476190476190476,0.0952380952380952,Ocupaciones elementales,Forestry labourers
El Salvador,Resto,3257,2406.975289576589,18,0.1278294074346706,0.3639200711569132,0.4917494785915839,Técnicos y profesionales asociados,Environmental and occupational health inspectors and associates
El Salvador,Resto,5132,2368.9761521731516,13,0.1,0.2,0.3,Servicios y ventas,Bartenders
El Salvador,Resto,8342,2361.349110975337,23,0.0071428571428571,0.0107142857142857,0.0178571428571428,Operadores de planta y máquinas,Earthmoving and related plant operators
El Salvador,Resto,8143,2317.981046352423,14,0.0294117647058823,0.0294117647058823,0.0588235294117647,Operadores de planta y máquinas,Paper products machine operators
El Salvador,Resto,7532,2272.54174985017,14,0.0787037037037037,0.2118055555555555,0.2905092592592593,Oficios y artesanía,Garment and related pattern-makers and cutters
El Salvador,Resto,7412,2251.1469086182346,19,0.1220976314834875,0.1976393829495566,0.3197370144330442,Oficios y artesanía,Electrical mechanics and fitters
El Salvador,Resto,3334,2234.114588451228,8,0.0277777777777777,0.4732744107744107,0.5010521885521885,Técnicos y profesionales asociados,Real estate agents and property managers
El Salvador,Resto,7214,2195.972122668071,19,0.0,0.0393892339544513,0.0393892339544513,Oficios y artesanía,Structural-metal preparers and erectors
El Salvador,Resto,1212,2172.1579014832337,13,0.0822649572649572,0.4935897435897436,0.5758547008547009,Dirección y gerencia,Human resource managers
El Salvador,Resto,7123,2035.3682580129791,16,0.0222222222222222,0.035042735042735,0.0572649572649572,Oficios y artesanía,Plasterers
El Salvador,Resto,4322,2006.9814739048552,17,0.2941176470588235,0.6176470588235294,0.9117647058823528,Apoyo administrativo,Production clerks
El Salvador,Resto,1323,1985.731161807201,13,0.04,0.44,0.48,Dirección y gerencia,Construction managers
El Salvador,Resto,7126,1983.4141411600249,19,0.0098039215686274,0.0570728291316526,0.0668767507002801,Oficios y artesanía,Plumbers and pipe fitters
El Salvador,Resto,3512,1983.362138738678,15,0.4375,0.59375,1.0,Técnicos y profesionales asociados,Information and communications technology user support technicians
El Salvador,Resto,4227,1982.8647721114073,13,0.4705882352941176,0.6470588235294118,1.0,Apoyo administrativo,Survey and market research interviewers
El Salvador,Resto,4312,1970.9277411177573,12,0.375,0.6679166666666667,1.0,Apoyo administrativo,"Statistical, finance and insurance clerks"
El Salvador,Resto,2133,1957.4326566794844,11,0.0540047581284694,0.4756938937351309,0.5296986518636003,Profesionales e ingeniería,Environmental protection professionals
El Salvador,Resto,2353,1920.7577621002183,13,0.1879967011545959,0.4068788424051581,0.594875543559754,Profesionales e ingeniería,Other language teachers
El Salvador,Resto,1311,1908.4883012102578,13,0.0333333333333333,0.3833333333333334,0.4166666666666667,Dirección y gerencia,Agricultural and forestry production managers
El Salvador,Resto,3521,1897.119158058909,12,0.133107553366174,0.4010160098522167,0.5341235632183907,Técnicos y profesionales asociados,Broadcasting and audio-visual technicians
El Salvador,Resto,3412,1869.477055865016,17,0.2,0.35,0.55,Técnicos y profesionales asociados,Social work associate professionals
El Salvador,Resto,7523,1862.1089355026525,17,0.0384615384615384,0.0769230769230769,0.1153846153846153,Oficios y artesanía,Woodworking-machine tool setters and operators
El Salvador,Resto,2142,1859.6127839415035,16,0.056338028169014,0.4859154929577465,0.5422535211267606,Profesionales e ingeniería,Civil engineers
El Salvador,Resto,1113,1857.9888144555148,17,0.077891156462585,0.4448979591836735,0.5227891156462585,Dirección y gerencia,Traditional chiefs and heads of villages
El Salvador,Resto,2412,1850.5337025611475,17,0.0404761904761904,0.4987179487179487,0.5391941391941392,Profesionales e ingeniería,Financial and investment advisers
El Salvador,Resto,7421,1764.6389791548409,14,0.1762096237096237,0.3000903263403263,0.47629995004995,Oficios y artesanía,Electronics mechanics and servicers
El Salvador,Resto,3432,1754.0352824607733,9,0.0,0.3834567901234567,0.3834567901234567,Técnicos y profesionales asociados,Interior designers and decorators
El Salvador,Resto,8131,1748.6966000626314,14,0.0646075079846566,0.1097870223249394,0.174394530309596,Operadores de planta y máquinas,Chemical products plant and machine operators
El Salvador,Resto,3355,1709.183720525081,16,0.0961538461538461,0.3548076923076922,0.4509615384615384,Técnicos y profesionales asociados,Police inspectors and detectives
El Salvador,Resto,3331,1696.5155431150768,16,0.2272727272727272,0.5,0.7272727272727273,Técnicos y profesionales asociados,Clearing and forwarding agents
El Salvador,Resto,9629,1693.028329528434,20,0.0956544853570025,0.1391038531770797,0.2347583385340822,Ocupaciones elementales,Elementary workers not elsewhere classified
El Salvador,Resto,9129,1689.9774499820674,13,0.0454545454545454,0.0681818181818181,0.1136363636363636,Ocupaciones elementales,Other cleaning workers
El Salvador,Resto,4211,1669.7798756227655,18,0.2610837438423645,0.4597701149425287,0.7208538587848932,Apoyo administrativo,Bank tellers and related clerks
El Salvador,Resto,2652,1657.0717814331258,20,0.3833333333333333,0.5666666666666667,0.95,Profesionales e ingeniería,"Musicians, singers and composers"
El Salvador,Resto,2413,1650.9425451849122,9,0.0610219845513963,0.5142968142968143,0.5753187988482106,Profesionales e ingeniería,Financial analysts
El Salvador,Resto,4415,1574.6297687716233,12,0.4546783625730994,0.5760233918128655,1.0,Apoyo administrativo,Filing and copying clerks
El Salvador,Resto,0110,1538.7606032458448,12,,,,Fuerzas armadas,Commissioned armed forces officers
El Salvador,Resto,7534,1535.9371261643573,12,0.1363636363636364,0.2272727272727273,0.3636363636363637,Oficios y artesanía,Upholsterers and related workers
El Salvador,Resto,9612,1524.9877473108486,15,0.1875,0.21875,0.40625,Ocupaciones elementales,Refuse sorters
El Salvador,Resto,2642,1482.8285422121637,8,0.3166666666666666,0.6464285714285715,0.963095238095238,Profesionales e ingeniería,Journalists
El Salvador,Resto,2264,1464.179889492118,13,0.0616666666666666,0.22375,0.2854166666666666,Profesionales e ingeniería,Physiotherapists
El Salvador,Resto,3113,1441.2490404009263,8,0.225,0.4054487179487179,0.6304487179487179,Técnicos y profesionales asociados,Electrical engineering technicians
El Salvador,Resto,2141,1438.1495526798258,12,0.1847826086956522,0.5543478260869565,0.7391304347826088,Profesionales e ingeniería,Industrial and production engineers
El Salvador,Resto,3351,1435.1662802679552,6,0.1450948509485094,0.3821815718157181,0.5272764227642276,Técnicos y profesionales asociados,Customs and border inspectors
El Salvador,Resto,3213,1433.040911776253,10,0.2857142857142857,0.4047619047619048,0.6904761904761905,Técnicos y profesionales asociados,Pharmaceutical technicians and assistants
El Salvador,Resto,7131,1428.0288822037016,14,0.0263157894736842,0.0388157894736842,0.0651315789473684,Oficios y artesanía,Painters and related workers
El Salvador,Resto,3333,1425.4512990297908,15,0.1538461538461538,0.3798076923076923,0.5336538461538461,Técnicos y profesionales asociados,Employment agents and contractors
El Salvador,Resto,1324,1403.4681115802503,15,0.0166666666666666,0.4833333333333333,0.4999999999999999,Dirección y gerencia,"Supply, distribution and related managers"
El Salvador,Resto,8113,1393.028074746172,5,0.0330143540669856,0.03995879851143,0.0729731525784157,Operadores de planta y máquinas,Well drillers and borers and related workers
El Salvador,Resto,7124,1391.0435023260584,12,0.0,0.0442307692307692,0.0442307692307692,Oficios y artesanía,Insulation workers
El Salvador,Resto,8159,1374.424179442806,11,0.08011274179037335,0.09937022042285198,0.17948296221322532,Operadores de planta y máquinas,"Textile, fur and leather products machine operators not elsewhere classified"
El Salvador,Resto,6112,1352.0342560830977,14,0.0666666666666666,0.1416666666666666,0.2083333333333333,Agropecuario calificado,Tree and shrub crop growers
El Salvador,Resto,2263,1338.3543245863013,10,0.1488095238095238,0.4322916666666666,0.5811011904761905,Profesionales e ingeniería,Environmental and occupational health and hygiene professionals
El Salvador,Resto,3311,1333.430938864902,10,0.1555555555555555,0.5638888888888889,0.7194444444444444,Técnicos y profesionales asociados,Securities and finance dealers and brokers
El Salvador,Resto,7223,1327.875706892633,9,0.0855645513993971,0.1209784669733826,0.2065430183727797,Oficios y artesanía,Metal working machine tool setters and operators
El Salvador,Resto,2659,1315.5434499719008,7,0.4210526315789473,0.5263157894736842,0.9473684210526314,Profesionales e ingeniería,Creative and performing artists not elsewhere classified
El Salvador,Resto,2634,1312.4283402438516,10,0.0641666666666666,0.4407200292397661,0.5048866959064328,Profesionales e ingeniería,Psychologists
El Salvador,Resto,2511,1285.7069918920126,8,0.3333333333333333,0.6141025641025641,0.9474358974358974,Profesionales e ingeniería,Systems analysts
El Salvador,Resto,3255,1267.933034168106,7,0.1157407407407407,0.1802248677248677,0.2959656084656084,Técnicos y profesionales asociados,Physiotherapy technicians and assistants
El Salvador,Resto,3421,1259.9853708535522,12,0.0,0.0,0.0,Técnicos y profesionales asociados,Athletes and sports players
El Salvador,Resto,6123,1245.195842617408,8,0.1083333333333333,0.2145833333333333,0.3229166666666666,Agropecuario calificado,Apiarists and sericulturists
El Salvador,Resto,3339,1230.716595560316,11,0.1270820449391878,0.5417519247488192,0.668833969688007,Técnicos y profesionales asociados,Business services agents not elsewhere classified
El Salvador,Resto,3332,1229.8013652482778,8,0.0952380952380952,0.4761904761904762,0.5714285714285714,Técnicos y profesionales asociados,Conference and event planners
El Salvador,Resto,5163,1213.592455294012,8,0.12004662004662,0.1427738927738927,0.2628205128205128,Servicios y ventas,Undertakers and embalmers
El Salvador,Resto,7316,1185.8897013815329,9,0.0,0.0583333333333333,0.0583333333333333,Oficios y artesanía,"Sign writers, decorative painters, engravers and etchers"
El Salvador,Resto,4223,1177.7925166567597,9,0.700657894736842,0.7689144736842105,1.0,Apoyo administrativo,Telephone switchboard operators
El Salvador,Resto,3119,1169.7914205665727,10,0.1349953850497328,0.369607100327209,0.504602485376942,Técnicos y profesionales asociados,Physical and engineering science technicians not elsewhere classified
El Salvador,Resto,5111,1164.7864029235968,7,0.132451583504215,0.2402802460697197,0.3727318295739348,Servicios y ventas,Travel attendants and travel stewards
El Salvador,Resto,2240,1157.5230499242089,5,0.0,0.25,0.25,Profesionales e ingeniería,Paramedical practitioners
El Salvador,Resto,8152,1157.3063318493523,4,0.15,0.175,0.3249999999999999,Operadores de planta y máquinas,Weaving and knitting machine operators
El Salvador,Resto,7125,1145.890113700737,15,0.0,0.0925925925925925,0.0925925925925925,Oficios y artesanía,Glaziers
El Salvador,Resto,1114,1143.0983384238807,4,0.0878741593255659,0.4956243487733258,0.5834985080988917,Dirección y gerencia,Senior officials of special-interest organizations
El Salvador,Resto,1221,1127.0232039020386,8,0.025,0.4705882352941176,0.4955882352941176,Dirección y gerencia,Sales and marketing managers
El Salvador,Resto,2521,1087.8140684130021,6,0.8397932816537468,0.9198966408268734,1.0,Profesionales e ingeniería,Database designers and administrators
El Salvador,Resto,3256,1048.716292719739,7,0.125,0.35,0.475,Técnicos y profesionales asociados,Medical assistants
El Salvador,Resto,1342,1033.7505059121977,10,0.0,0.4166666666666667,0.4166666666666667,Dirección y gerencia,Health services managers
El Salvador,Resto,1330,1025.364631953581,5,0.1176470588235294,0.5294117647058824,0.6470588235294118,Dirección y gerencia,Information and communications technology service managers
El Salvador,Resto,5411,1018.9591514991382,12,0.1666666666666666,0.2833333333333333,0.4499999999999999,Servicios y ventas,Fire-fighters
El Salvador,Resto,5151,1017.456947249754,10,0.1538461538461539,0.2692307692307692,0.4230769230769231,Servicios y ventas,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
El Salvador,Resto,2522,1011.1870800340309,4,0.5,0.7,1.0,Profesionales e ingeniería,Systems administrators
El Salvador,Resto,2656,994.7975271322723,11,0.3583333333333333,0.6583333333333333,1.0,Profesionales e ingeniería,"Announcers on radio, television and other media"
El Salvador,Resto,5112,992.5620058174088,8,0.1186773752563226,0.2704203691045796,0.3890977443609022,Servicios y ventas,Transport conductors
El Salvador,Resto,2132,988.0086033579618,12,0.0222222222222222,0.4093827160493826,0.4316049382716048,Profesionales e ingeniería,"Farming, forestry and fisheries advisers"
El Salvador,Resto,1120,985.1434890132726,13,0.0612244897959183,0.4801920768307323,0.5414165666266506,Dirección y gerencia,Managing directors and chief executives
El Salvador,Resto,9311,970.1143183273541,9,0.0,0.0,0.0,Ocupaciones elementales,Mining and quarrying labourers
El Salvador,Resto,6221,959.7834147943843,7,0.1083333333333333,0.2145833333333333,0.3229166666666666,Agropecuario calificado,Aquaculture workers
El Salvador,Resto,3344,947.2662756286062,3,0.5875,0.7770833333333333,1.0,Técnicos y profesionales asociados,Medical secretaries
El Salvador,Resto,5321,945.0448940008541,13,0.1185383244206773,0.1412655971479501,0.2598039215686274,Servicios y ventas,Health care assistants
El Salvador,Resto,2643,904.4275809191346,6,0.4866310160427807,0.7025401069518716,1.0,Profesionales e ingeniería,"Translators, interpreters and other linguists"
El Salvador,Resto,5241,903.9680505276322,4,0.1428571428571428,0.25,0.3928571428571428,Servicios y ventas,Fashion and other models
El Salvador,Resto,7111,881.2381703471798,7,0.04,0.44,0.48,Oficios y artesanía,House builders
El Salvador,Resto,8211,868.7965390679558,4,0.0,0.05,0.05,Operadores de planta y máquinas,Mechanical machinery assemblers
El Salvador,Resto,7222,842.3123339310166,4,0.1891514939309057,0.2596113445378151,0.4487628384687208,Oficios y artesanía,Toolmakers and related workers
El Salvador,Resto,2267,832.7550405712777,5,0.0,0.3,0.3,Profesionales e ingeniería,Optometrists and ophthalmic opticians
El Salvador,Resto,2653,831.29299295753,5,0.0277777777777777,0.1567460317460317,0.1845238095238095,Profesionales e ingeniería,Dancers and choreographers
El Salvador,Resto,5322,808.9970943276164,10,0.1192919911186165,0.2200988210276135,0.33939081214623,Servicios y ventas,Home-based personal care workers
El Salvador,Resto,1411,806.2632849873845,7,0.0416666666666666,0.4583333333333333,0.5,Dirección y gerencia,Hotel managers
El Salvador,Resto,5113,800.8870461398549,5,0.1479188166494668,0.3187134502923976,0.4666322669418645,Servicios y ventas,Travel guides
El Salvador,Resto,7515,800.8854465887127,9,0.1287878787878788,0.2310606060606061,0.359848484848485,Oficios y artesanía,Food and beverage tasters and graders
El Salvador,Resto,8121,770.8149340491534,3,0.0651551956815114,0.0885981781376518,0.1537533738191633,Operadores de planta y máquinas,Metal processing plant operators
El Salvador,Resto,2262,766.073484677022,6,0.1428571428571428,0.4285714285714285,0.5714285714285713,Profesionales e ingeniería,Pharmacists
El Salvador,Resto,3314,758.3485245206532,7,0.6210612582180088,0.7754292888017145,1.0,Técnicos y profesionales asociados,"Statistical, mathematical and related associate professionals"
El Salvador,Resto,2351,757.8679697315413,6,0.2,0.5333333333333333,0.7333333333333334,Profesionales e ingeniería,Education methods specialists
El Salvador,Resto,3359,746.81652044565,6,0.0909090909090909,0.2954545454545455,0.3863636363636364,Técnicos y profesionales asociados,Regulatory government associate professionals not elsewhere classified
El Salvador,Resto,3431,740.7221235022292,6,0.0344827586206896,0.396551724137931,0.4310344827586206,Técnicos y profesionales asociados,Photographers
El Salvador,Resto,7221,739.7195508437536,6,0.0,0.0384615384615384,0.0384615384615384,Oficios y artesanía,"Blacksmiths, hammersmiths and forging press workers"
El Salvador,Resto,3342,734.1360458790946,7,0.3571428571428572,0.6785714285714286,1.0,Técnicos y profesionales asociados,Legal secretaries
El Salvador,Resto,4313,728.6285387601149,5,0.6818181818181818,0.8409090909090909,1.0,Apoyo administrativo,Payroll clerks
El Salvador,Resto,3511,728.5398483616148,6,0.4790697674418605,0.7372093023255814,1.0,Técnicos y profesionales asociados,Information and communications technology operations technicians
El Salvador,Resto,3118,723.5024401681978,6,0.1017857142857142,0.5063244047619048,0.608110119047619,Técnicos y profesionales asociados,Draughtspersons
El Salvador,Resto,2152,711.4455081043798,5,0.4166666666666666,0.6507936507936507,1.0,Profesionales e ingeniería,Electronics engineers
El Salvador,Resto,3321,709.5066935830765,6,0.137287663603453,0.5593845725424673,0.6966722361459203,Técnicos y profesionales asociados,Insurance representatives
El Salvador,Resto,1112,706.3537591283585,10,0.0408163265306122,0.457809210640778,0.4986255371713903,Dirección y gerencia,Senior government officials
El Salvador,Resto,4221,700.9754230065605,6,0.1104497354497354,0.5142195767195767,0.6246693121693122,Apoyo administrativo,Travel consultants and clerks
El Salvador,Resto,9623,680.6719268284959,4,0.3117408906882591,0.3694331983805667,0.6811740890688258,Ocupaciones elementales,Meter readers and vending-machine collectors
El Salvador,Resto,5165,678.1625485352579,4,0.1666666666666667,0.3666666666666666,0.5333333333333333,Servicios y ventas,Driving instructors
El Salvador,Resto,8114,667.9537988114895,6,0.0579716336295283,0.0887517088174982,0.1467233424470266,Operadores de planta y máquinas,"Cement, stone and other mineral products machine operators"
El Salvador,Resto,2265,646.5509900444624,3,0.1071428571428571,0.5178571428571429,0.625,Profesionales e ingeniería,Dieticians and nutritionists
El Salvador,Resto,2163,636.4692207632776,3,0.0,0.4352941176470588,0.4352941176470588,Profesionales e ingeniería,Product and garment designers
El Salvador,Resto,7234,614.2979780059779,7,0.0227272727272727,0.2627840909090909,0.2855113636363636,Oficios y artesanía,Bicycle and related repairers
